,labeledCell,kernel,intensity,classLabel
176,44,4,0.9552781067121989,1
177,44,0,1.0,1
178,44,3,0.9654554375209595,1
179,44,5,0.9425191962689066,1
180,45,5,0.9543761326827052,1
181,45,4,0.9630201944220665,1
182,45,3,0.971044399655023,1
183,45,0,1.0,1
184,46,4,0.9596905880914258,1
185,46,5,0.9517314297313769,1
186,46,3,0.9672452551952248,1
187,46,0,1.0,1
188,47,0,1.0,1
189,47,4,0.9110743560555059,1
190,47,3,0.9301341134517385,1
191,47,5,0.8902800388427157,1
192,48,5,0.8757954500908154,1
193,48,4,0.9029204615243895,1
194,48,0,1.0,1
195,48,3,0.9332142063792812,1
196,49,3,0.9472089748488796,1
197,49,5,0.8886847038221639,1
198,49,4,0.9213709301310963,1
199,49,0,1.0,1
200,50,4,0.9529492419017934,1
201,50,3,0.9620263375086203,1
202,50,5,0.9410487841872422,1
203,50,0,1.0,1
204,51,3,0.9519471438014243,1
205,51,0,1.0,1
206,51,4,0.942486202241501,1
207,51,5,0.9316364310877595,1
208,52,4,0.9124647338942905,1
209,52,0,1.0,1
210,52,5,0.8639971341537159,1
211,52,3,0.9443041305105832,1
212,53,0,1.0,1
213,53,3,0.9173293723457533,1
214,53,5,0.8392121490269895,1
215,53,4,0.8778715092634083,1
216,54,3,0.9446045838191417,1
217,54,0,1.0,1
218,54,4,0.9291027237883264,1
219,54,5,0.9104407186701319,1
220,55,5,0.8631743690867048,1
221,55,4,0.9003945169504115,1
222,55,3,0.9323685872933662,1
223,55,0,1.0,1
224,56,5,0.8509412599447473,1
225,56,4,0.8963487870050272,1
226,56,3,0.9318927854350024,1
227,56,0,1.0,1
228,57,3,0.9427873757178992,1
229,57,5,0.8745884122487206,1
230,57,0,1.0,1
231,57,4,0.9125334280022142,1
232,58,0,1.0,1
233,58,4,0.9498810200623476,1
234,58,3,0.9600020591962042,1
235,58,5,0.9382311474676301,1
236,59,4,0.930312774438758,1
237,59,3,0.9484067837661825,1
238,59,5,0.9092456168134151,1
239,59,0,1.0,1
240,60,0,1.0,1
241,60,4,0.9228852604984967,1
242,60,5,0.9071749343732683,1
243,60,3,0.9396460890740624,1
244,61,3,0.93099881623237,1
245,61,4,0.8994789011108252,1
246,61,5,0.8689195479029291,1
247,61,0,1.0,1
248,62,0,1.0,1
249,62,5,0.9180772550933018,1
250,62,4,0.9336445426024756,1
251,62,3,0.9507628396570361,1
252,63,0,1.0,1
253,63,5,0.8609707348861829,1
254,63,4,0.8970958350706972,1
255,63,3,0.9292888751286897,1
256,64,3,0.9542938028824602,1
257,64,4,0.9405271203622069,1
258,64,0,1.0,1
259,64,5,0.9238980676466337,1
260,65,3,0.931186222462409,1
261,65,0,1.0,1
262,65,4,0.916550767714658,1
263,65,5,0.9048013955558382,1
264,66,4,0.9145635870047307,1
265,66,5,0.8931431270630502,1
266,66,0,1.0,1
267,66,3,0.9311776943110825,1
268,67,4,0.9064895071313451,1
269,67,5,0.8660736431869689,1
270,67,3,0.9339474229641433,1
271,67,0,1.0,1
272,68,5,0.8864121993223452,1
273,68,4,0.918203469967361,1
274,68,0,1.0,1
275,68,3,0.9416945055906907,1
276,69,3,0.9321538915740621,1
277,69,5,0.8968554705791197,1
278,69,4,0.9143639947034731,1
279,69,0,1.0,1
280,70,0,1.0,1
281,70,3,0.9247399030924752,1
282,70,5,0.8377123476219204,1
283,70,4,0.8869754699648728,1
284,71,0,1.0,1
285,71,5,0.8556605991754296,1
286,71,4,0.8917680307852043,1
287,71,3,0.9272050042252833,1
288,72,4,0.9399332589888303,1
289,72,5,0.9211718370580809,1
290,72,3,0.9530583262885239,1
291,72,0,1.0,1
292,73,3,0.9363503397214766,1
293,73,4,0.9215454563492627,1
294,73,0,1.0,1
295,73,5,0.905540422178696,1
296,74,5,0.8980128411298316,1
297,74,4,0.9164210549724066,1
298,74,0,1.0,1
299,74,3,0.9371043256347777,1
300,75,4,0.9291908382138305,1
301,75,0,1.0,1
302,75,3,0.9409115367561476,1
303,75,5,0.9166104716684834,1
304,76,5,0.8932480946927579,1
305,76,4,0.9153969310764508,1
306,76,0,1.0,1
307,76,3,0.9383834242627133,1
308,77,3,0.9595118388490277,1
309,77,5,0.9327724631937254,1
310,77,4,0.9454143100091063,1
311,77,0,1.0,1
312,78,4,0.9115425657905982,1
313,78,0,1.0,1
314,78,5,0.8917209376528724,1
315,78,3,0.9354637188180931,1
316,79,4,0.9329472115531686,1
317,79,5,0.9167791697115956,1
318,79,3,0.9454419537397393,1
319,79,0,1.0,1
320,80,4,0.9155179602488936,1
321,80,5,0.8902402113000237,1
322,80,3,0.9342565896555127,1
323,80,0,1.0,1
324,81,0,1.0,1
325,81,4,0.9075982127866224,1
326,81,5,0.8803466901342349,1
327,81,3,0.9307941765294058,1
328,82,4,0.8745842231419872,1
329,82,3,0.9127817016977763,1
330,82,0,1.0,1
331,82,5,0.8278296625618248,1
332,83,3,0.9624269444114287,1
333,83,5,0.9416779449624111,1
334,83,0,1.0,1
335,83,4,0.952424437519329,1
336,84,5,0.8923864260401698,1
337,84,0,1.0,1
338,84,3,0.9260032113288934,1
339,84,4,0.909401670370905,1
340,85,0,1.0,1
341,85,5,0.8543230942639822,1
342,85,4,0.8948440290392462,1
343,85,3,0.9283873678711462,1
344,86,4,0.9265306319732549,1
345,86,5,0.9086239980666212,1
346,86,3,0.9422316026906191,1
347,86,0,1.0,1
348,87,4,0.873800654520306,1
349,87,5,0.8267984265197059,1
350,87,3,0.9125543862407925,1
351,87,0,1.0,1
352,88,0,1.0,1
353,88,5,0.8851326326006718,1
354,88,3,0.928218893103502,1
355,88,4,0.9081214319467681,1
356,89,0,1.0,1
357,89,3,0.9392853092271471,1
358,89,5,0.9099401481111603,1
359,89,4,0.9251919896052729,1
360,90,5,0.9176917496809222,1
361,90,3,0.9458858786481292,1
362,90,4,0.9318170847506603,1
363,90,0,1.0,1
364,91,4,0.9244144795687889,1
365,91,3,0.9405654879294116,1
366,91,0,1.0,1
367,91,5,0.9049516440122541,1
368,92,3,0.9268656707391927,1
369,92,4,0.8973119875955565,1
370,92,5,0.8710172526504276,1
371,92,0,1.0,1
372,93,0,1.0,1
373,93,3,0.9362134287061288,1
374,93,4,0.9194349803383822,1
375,93,5,0.9018389267620194,1
376,94,5,0.898173008256715,1
377,94,0,1.0,1
378,94,3,0.9377280593731244,1
379,94,4,0.9199492593564859,1
380,95,3,0.9457556944398395,1
381,95,5,0.8995220441961475,1
382,95,0,1.0,1
383,95,4,0.9227337593802152,1
384,96,4,0.9412461484727963,1
385,96,3,0.9528643340828574,1
386,96,5,0.9289560926984523,1
387,96,0,1.0,1
388,97,0,1.0,1
